AW1,AW2,AW3
42.737,48.396,36.02
33.009,46.935,61.949
39.236,37.236,41.796
63.969,57.487,54.172
48.935,56.133,51.416
45.307,58.987,51.299
48.484,43.051,54.417
43.963,50.7,43.796
42.227,75.629,73.775
45.199,53.535,56.388
34.823,72.736,45.013
42.139,42.149,40.992
42.728,56.222,56.996
40.59,49.092,45.346
32.029,84.68,87.75
29.057,65.656,59.83
31.852,36.951,30.665
32.617,52.966,56.751
44.13,62.321,67.538
35.696,31.881,37.275
30.352,42.845,53.662
33.99,60.223,57.261
37.707,48.288,44.552
41.1,82.288,91.104
47.082,73.648,72.873
56.81,63.204,33.5
45.866,56.172,49.141
48.484,71.02,68.068
31.254,38.089,35.275
41.404,42.09,34.402
40.001,45.14,18.378
39.452,47.052,50.749
38.285,42.816,40.197
56.888,45.493,45.248
36.128,61.86,64.253
37.108,66.548,61.654
42.012,39.58,40.158
57.202,68.558,53.476
29.018,58.761,57.673
29.518,67.058,59.173
54.054,64.498,59.154
35.294,53.986,59.016
29.332,54.133,56.182
28.371,52.22,51.132
47.199,45.621,44.061
37.913,52.191,40.864
41.678,69.559,64.832
41.266,37.883,40.953
43.708,33.529,36.638
30.097,72.04,73.775
32.176,55.408,38.011
48.425,44.042,42.424
35.716,55.398,52.907
39.354,61.929,71.079
37.609,44.993,53.623
40.609,39.08,41.286
45.679,105.843,92.84
42.061,65.057,56.535
30.469,74.246,48.876
24.046,26.537,30.175
32.627,58.948,61.223
25.88,67.95,66.303
34.274,55.731,57.693
38.118,74.55,84.435
40.805,54.27,55.055
29.322,49.857,62.9
29.812,64.253,61.399
46.091,52.74,61.193
46.856,54.868,50.543
40.06,63.596,62.145
44.826,86.799,92.506
34.412,28.331,30.361
38.854,50.328,47.366
52.466,49.455,40.217
48.435,69.745,71.294
38.226,100.695,81.268
30.803,32.735,29.175
39.786,64.449,63.214
37.648,38.932,35.981
52.211,71.412,69.686
44.709,79.983,88.289
41.561,61.9,56.986
39.56,70.01,82.131
30.175,61.341,55.672
36.775,63.204,67.578
41.767,51.671,56.28
29.9,62.037,54.496
57.82,72.167,68.215
39.521,46.837,49.014
40.55,75.256,76.217
36.961,75.374,67.107
32.195,80.13,69.784
30.342,55.231,52.328
65.371,106.892,109.933
109.246,113.581,85.769
26.537,55.133,53.181
34.196,69.745,73.089
32.686,39.374,38.952
44.61,55.29,48.278
33.088,59.428,59.752
40.08,51.73,65.401
46.013,47.425,55.005
46.189,57.722,42.747
39.599,44.071,45.405
42.247,100.195,101.646
35.902,95.899,92.692
26.458,94.85,86.367
44.865,47.405,47.719
30.911,37.197,33.941
28.626,82.788,78.845
40.668,47.807,45.768
35.431,38.854,35.069
43.61,16.132,21.398
30.979,60.556,58.124
36.275,53.103,46.14
39.727,38.883,44.101
42.541,48.768,60.419
38.06,61.399,64.479
42.002,60.125,53.809
47.239,59.281,55.28
37.746,95.674,92.3
27.861,27.017,27.155
53.142,61.017,60.066
49.955,55.251,66.577
40.286,36.451,36.589
39.55,47.837,53.289
31.97,59.683,53.642
45.621,42.188,33.146
35.284,82.582,71.745
39.668,51.191,44.336
43.796,47.062,48.749
40.315,54.486,53.956
45.915,69.941,61.144
24.929,38.266,38.246
31.558,39.952,37.746
29.057,54.868,62.851
41.708,48.425,49.416
43.081,50.269,48.925
38.442,53.525,53.083
31.401,29.087,30.322
42.786,43.208,41.953
29.734,56.28,48.386
49.69,54.348,51.691
50.769,62.459,52.25
41.757,46.356,38.746
34.823,42.247,48.219
38.324,51.289,52.73
40.56,62.135,50.259
38.02,60.723,61.635
36.667,54.535,52.573
31.852,39.658,36.128
56.025,67.254,59.477
42.375,55.26,44.503
26.733,33.48,31.342
40.894,63.38,52.456
45.15,55.221,54.78
33.49,51.789,54.652
36.481,65.606,62.733
37.059,59.526,47.964
43.169,66.911,56.074
51.809,65.783,60.527
41.051,72.765,76.796
45.64,56.398,81.268
26.566,43.561,38.952
46.258,63.822,73.766
42.08,48.818,36.343
37.579,44.051,45.552
38.962,39.334,44.238
32.813,62.537,61.429
41.257,70.225,50.024
30.077,49.435,46.523
30.803,78.228,75.982
40.649,44.346,51.093
51.367,53.888,52.024
36.981,38.942,35.275
45.228,67.97,70.637
40.158,45.66,59.458
39.423,58.958,60.88
37.53,31.734,34.353
41.09,58.869,62.753
41.051,72.383,58.644
43.326,79.336,68.764
40.658,44.297,41.884
45.552,50.455,52.564
45.581,63.478,63.037
38.707,55.29,51.701
37.069,54.417,61.439
36.922,47.219,45.444
44.895,61.39,67.529
48.768,51.642,49.71
46.199,38.883,36.696
39.452,51.465,50.681
38.315,64.43,64.381
29.606,36.294,33.725
29.322,44.924,50.19
49.514,64.724,59.585
32.578,57.173,49.337
37.412,48.857,46.64
37.285,51.004,56.222
44.542,59.487,55.29
42.708,52.152,46.866
49.514,66.038,70.422
39.619,56.957,55.957
28.773,56.898,55.29
40.629,41.423,38.736
41.639,58.399,63.38
52.603,73.187,84.465
38.011,63.086,65.479
36.451,62.557,63.684
35.5,54.496,50.7
43.777,98.282,64.802
45.826,59.173,56.231
35.961,34.716,33.382
35.431,45.601,45.993
35.853,36.569,37.51
50.426,64.479,69.794
44.424,59.889,57.016
39.844,49.573,47.445
38.952,49.426,56.094
50.181,53.711,68.48
53.633,70.863,65.969
43.826,36.373,38.364
44.169,126.319,112.306
30.793,47.317,47.925
44.542,61.144,60.38
46.336,56.682,57.085
40.129,37.707,39.707
39.57,41.149,41.335
39.295,69.568,62.704
28.361,67.636,53.348
46.091,53.917,78.993
34.372,54.986,53.701
41.688,59.624,52.632
57.124,54.868,53.358
31.342,57.232,65.283
35.137,84.406,58.065
42.59,54.594,55.976
36.696,66.107,67.911
36.039,47.749,52.064
45.758,56.682,58.026
38.011,60.625,67.166
41.963,59.772,55.957
47.572,46.278,50.092
45.032,53.132,53.054
42.522,54.123,54.29
34.667,49.651,45.817
25.066,26.35,31.371
31.244,58.654,57.722
41.443,64.959,60.605
48.543,37.412,38.187
45.209,74.432,69.853
34.088,44.856,42.463
43.414,37.599,38.687
30.626,57.055,46.268
36.324,44.424,50.946
39.835,50.436,53.054
34.5,50.906,45.728
41.129,48.2,50.553
35.324,37.746,41.413
75.688,51.71,99.802
38.432,82.033,82.945
47.16,60.772,61.282
32.421,44.924,50.308
48.513,49.906,49.053
31.999,26.762,28.606
39.648,35.363,39.482
40.835,49.788,41.011
47.023,46.64,59.909
31.587,59.301,55.986
48.553,60.86,56.947
125.309,128.134,105.01
37.618,42.021,31.675
44.101,50.612,48.69
44.336,52.554,54.476
26.184,32.44,27.233
40.109,52.23,56.388
33.176,38.187,36.167
34.461,45.385,32.068
39.217,48.131,40.913
32.215,40.835,41.159
25.115,68.235,69.156
33.568,56.261,59.242
38.658,69.039,63.351
50.259,82.258,64.459
34.647,40.855,41.678
42.639,83.16,84.514
35.422,71.108,80.101
31.921,28.596,36.638
38.462,52.779,46.974
34.117,45.797,43.404
42.728,53.485,51.985
42.551,64.891,61.37
44.002,44.659,39.442
33.205,102.479,95.046
41.619,84.21,93.506
35.461,55.496,57.663
47.68,85.151,82.954
44.071,109.187,86.563
50.563,76.227,67.195
46.827,94.771,95.144
37.952,86.328,90.329
33.853,71.991,91.476
31.362,53.123,59.369
29.93,65.636,62.292
52.779,67.332,58.428
47.749,78.081,80.052
52.544,74.354,75.531
36.902,75.119,85.043
39.844,32.352,33.813
41.639,74.099,67.715
40.923,61.664,67.685
50.798,106.235,103.921
36.461,48.386,46.023
42.129,78.708,79.699
81.846,82.543,85.691
40.07,38.491,36.187
46.336,83.053,81.219
41.953,51.799,58.526
50.112,101.617,109.58
36.873,113.434,113.6
35.441,97.537,100.891
38.893,47.356,49.426
37.157,75.56,74.54
55.015,83.082,78.816
56.408,61.409,60.556
38.981,58.153,57.634
39.246,67.019,63.753
47.925,81.356,81.228
41.708,38.266,23.379
54.751,108.785,108.726
42.953,54.476,63.086
48.053,112.492,114.65
50.063,91.624,90.623
45.777,89.613,86.642
45.307,75.305,69.941
49.847,72.01,74.158
46.415,79.728,79.453
41.355,72.216,100.969
34.774,80.719,80.003
31.303,37.677,34.264
22.438,34.421,36.01
44.787,86.857,82.592
36.471,43.796,41.521
47.474,89.505,83.896
35.539,67.636,65.332
46.062,74.531,79.326
36.363,98.684,100.096
40.001,81.444,76.904
49.357,79.826,84.465
45.493,49.269,47.562
40.197,56.084,42.639
30.214,60.713,60.703
33.137,64.42,62.792
32.97,42.884,36.893
36.53,35.098,38.628
45.228,67.127,77.963
38.324,80.611,75.57
40.403,37.756,34.441
57.653,71.461,82.66
32.048,79.149,76.649
39.933,88.986,82.425
28.606,31.93,30.734
42.335,34.382,37.893
38.06,39.384,39.413
34.137,60.35,68.48
35.431,55.741,58.742
38.511,83.19,87.907
38.501,51.848,42.257
55.329,109.687,105.833
36.873,33.686,44.11
38.677,41.776,29.018
30.989,74.697,69.676
32.754,46.072,49.808
55.486,95.86,90.182
39.707,29.587,48.366
44.355,90.398,107.736
42.316,73.069,79.924
36.942,94.683,85.122
45.738,89.446,91.996
43.62,60.448,57.3
34.912,53.005,51.769
33.823,45.218,41.806
35.628,35.343,29.93
41.09,44.522,37.128
25.605,31.273,34.745
38.148,65.283,67.195
43.041,71.451,69.039
44.473,78.237,75.864
43.012,82.082,80.022
41.08,44.179,39.658
45.424,75.325,68.862
28.881,42.855,43.316
30.773,37.501,41.874
42.021,51.151,47.17
46.405,97.566,92.565
41.914,77.129,78.551
38.864,47.837,32.99
33.774,52.789,58.379
42.394,66.597,64.626
56.81,89.858,79.846
47.572,74.589,90.623
35.647,33.588,33.215
51.759,98.086,105.441
46.248,40.031,40.462
49.73,64.4,62.194
37.746,54.437,54.672
40.894,56.957,58.31
38.079,93.183,91.133
32.499,77.62,58.526
39.521,54.701,56.329
47.386,56.888,73.02
38.432,64.077,69.323
41.433,41.619,28.42
37.148,36.922,42.698
39.364,79.414,76.129
46.788,60.939,63.979
28.724,59.693,60.301
45.032,66.999,63.812
30.969,48.229,50.416
40.825,61.429,58.418
39.099,51.554,56.947
43.542,67.99,69.186
114.002,89.446,88.348
36.177,68.539,64.253
39.334,78.228,82.611
51.72,106.461,83.121
28.841,31.675,28.243
34.892,48.572,60.517
38.55,35.412,29.734
26.135,40.041,30.224
41.208,78.826,80.875
47.239,108.246,105.51
43.885,72.314,73.373
37.962,43.532,41.423
37.403,49.19,54.27
44.728,83.592,81.072
32.244,46.14,47.503
43.973,58.693,74.57
36.657,57.104,59.114
47.307,54.652,56.163
52.328,73.844,69.0
33.46,65.567,58.605
45.13,38.432,40.492
46.64,41.208,44.856
33.225,72.844,64.234
37.981,50.053,39.236
32.48,50.2,52.142
40.776,52.436,47.719
29.145,45.081,54.682
30.116,59.35,59.977
47.288,61.066,60.478
38.825,81.797,68.99
40.629,75.443,76.345
34.833,59.742,61.076
32.293,30.675,30.126
53.466,68.274,67.754
48.631,54.084,44.385
45.062,75.07,88.24
38.148,28.194,34.441
45.954,74.452,72.265
31.254,49.426,50.151
49.994,48.023,50.622
46.895,68.794,68.431
34.774,57.84,54.486
49.435,110.688,116.366
48.19,51.828,43.394
46.219,68.852,72.726
34.745,57.31,55.3
31.774,41.051,46.533
37.952,36.079,35.892
36.383,31.587,37.246
36.353,61.89,55.466
42.757,87.603,84.788
57.702,56.712,47.023
39.344,91.055,90.202
47.454,77.453,79.807
50.112,67.803,66.146
44.002,48.651,42.424
49.023,51.524,50.22
37.873,74.089,76.051
27.949,39.746,36.696
37.118,71.0,67.98
39.491,76.914,75.933
40.855,62.419,68.156
23.909,28.792,29.881
44.12,61.125,55.859
29.518,52.407,53.986
43.355,62.537,55.79
45.022,97.027,88.77
49.847,60.909,64.734
38.668,44.14,48.504
42.375,104.402,106.785
38.726,39.148,36.746
47.964,33.588,37.236
94.566,86.897,75.874
37.981,45.297,44.895
51.475,51.308,49.337
39.776,66.077,68.244
31.46,35.049,28.783
50.838,94.477,89.27
41.639,49.298,44.267
40.423,97.38,94.369
33.529,37.383,49.553
25.723,33.264,33.137
41.541,70.363,73.413
31.479,24.399,52.779
42.208,70.412,71.0
38.334,85.749,96.017
33.274,28.939,31.666
51.612,63.174,38.295
50.279,69.313,69.745
40.207,45.67,44.424
34.343,42.62,45.287
33.725,57.771,53.103
40.315,94.311,111.07
37.893,49.278,51.671
33.549,35.471,36.618
32.382,60.605,70.392
38.364,66.607,65.155
37.491,41.816,39.374
40.099,39.207,26.86
40.972,59.634,67.96
36.755,38.756,34.5
47.435,56.163,23.399
44.659,39.217,50.798
33.754,68.598,63.018
45.807,40.688,51.759
34.843,53.407,39.609
36.657,64.969,75.08
36.481,36.088,28.733
27.753,50.23,46.935
33.656,66.813,43.738
70.667,98.008,88.78
28.969,47.817,47.425
42.365,94.526,94.997
41.208,54.358,49.965
31.175,59.036,67.48
22.693,48.504,41.325
29.136,38.118,39.285
33.294,50.769,52.26
37.02,49.926,53.868
44.169,47.062,49.749
24.978,31.813,25.772
38.864,57.32,79.051
36.392,44.709,43.718
34.549,26.586,27.282
43.826,79.071,78.64
95.409,106.49,87.377
29.508,63.351,62.566
31.322,39.482,36.549
52.279,51.809,48.523
34.627,46.336,44.483
47.278,58.82,60.036
38.481,37.991,36.549
63.93,85.955,66.499
41.413,47.268,42.08
55.359,67.872,74.001
33.294,43.002,41.119
44.326,45.572,50.357
57.81,101.273,98.753
57.751,77.09,90.457
61.507,70.216,76.708
38.138,71.706,73.148
49.592,76.511,84.514
55.702,76.747,83.631
35.941,66.254,66.891
40.796,90.643,77.325
31.009,61.586,61.88
36.746,47.719,53.387
28.459,37.255,32.107
49.69,54.152,62.086
34.823,47.19,34.568
43.934,66.165,63.508
37.0,40.041,41.463
39.648,47.317,42.276
40.443,46.807,41.266
43.424,57.496,62.645
39.344,41.904,44.022
43.64,47.435,33.568
39.658,55.28,53.966
33.833,66.979,54.927
37.236,53.917,60.693
40.737,46.346,45.101
30.44,46.14,39.972
39.011,45.503,47.405
44.297,61.674,61.654
30.097,49.337,48.337
50.289,51.858,52.721
30.283,30.42,29.842
40.639,67.548,69.353
44.444,39.246,41.531
34.215,42.737,37.51
44.797,49.239,43.267
45.493,49.063,48.543
51.622,74.893,43.453
41.119,56.996,44.709
40.992,46.484,42.492
49.553,61.723,32.627
38.236,40.962,39.599
31.048,56.378,51.73
42.963,40.384,45.356
48.876,45.738,44.414
108.579,102.519,112.826
33.431,40.835,37.893
50.455,66.46,68.058
45.14,59.36,67.48
53.495,78.757,87.711
30.528,52.377,49.749
65.528,73.099,83.474
30.969,59.213,49.131
39.903,73.746,78.796
47.788,76.855,80.493
45.317,68.598,53.789
43.081,53.162,49.71
27.312,65.754,66.371
44.444,67.391,65.077
39.531,54.917,54.907
39.119,48.533,47.307
41.1,75.08,81.13
49.828,101.558,104.686
43.806,73.334,77.443
40.913,62.419,48.837
40.168,81.405,76.384
36.412,73.824,73.785
39.933,57.467,62.998
38.217,74.815,74.119
35.373,31.195,30.714
39.334,70.961,66.048
37.579,43.414,36.157
31.695,51.201,57.085
44.767,76.61,72.795
55.79,105.206,110.286
38.413,60.84,58.202
39.962,78.845,76.502
37.197,46.346,43.453
42.443,48.2,46.385
35.559,36.765,39.707
37.471,43.718,37.471
41.796,43.855,44.61
42.963,63.135,75.864
43.345,58.605,57.281
45.091,64.341,79.581
67.931,73.05,29.606
40.266,35.304,30.763
51.465,100.734,110.099
45.081,79.757,66.568
32.754,59.536,54.888
27.223,46.542,51.426
36.02,70.422,73.717
32.754,59.977,63.42
45.003,84.749,87.426
39.942,38.069,34.49
39.648,75.629,83.582
47.464,69.176,62.792
53.603,63.684,75.903
43.061,91.251,96.262
31.117,38.422,38.148
57.849,111.845,94.34
42.659,76.453,70.088
42.826,55.192,49.818
44.571,72.501,61.203
32.803,42.267,30.95
32.617,48.366,47.67
39.531,48.543,46.993
64.949,91.967,107.118
70.814,84.631,77.129
44.051,79.248,75.197
31.793,68.254,70.804
40.276,91.231,85.867
44.944,82.915,86.299
39.884,86.289,72.363
24.389,31.548,33.853
40.109,79.718,76.296
39.992,32.617,36.039
43.139,73.001,73.383
31.96,31.332,30.254
48.513,37.128,30.94
29.263,62.449,67.195
97.713,89.574,78.424
41.541,105.451,96.949
33.039,97.949,107.393
62.537,92.33,97.027
39.815,38.913,39.795
44.581,65.263,76.257
47.552,66.097,71.569
43.747,128.398,113.992
34.009,31.166,23.546
51.151,73.158,74.119
49.357,92.437,90.672
38.04,52.74,53.358
43.1,87.897,74.285
34.716,41.649,36.834
40.374,39.825,37.54
42.355,51.328,49.161
31.479,39.756,36.795
42.639,38.06,38.285
48.425,82.023,84.112
36.638,40.384,33.5
75.08,93.35,96.105
35.863,35.745,39.697
40.992,48.102,45.572
44.287,60.036,65.204
46.738,51.181,28.547
49.867,55.927,54.329
36.569,45.846,41.394
42.424,50.573,47.827
32.607,48.357,49.327
43.728,47.827,40.472
40.286,52.848,49.641
49.71,48.415,44.718
45.552,57.742,60.027
26.596,21.879,40.59
33.725,45.885,42.218
41.325,35.902,36.755
31.617,40.433,40.747
42.737,96.046,89.348
44.699,87.093,83.209
49.955,86.897,90.859
52.201,96.743,100.959
42.522,80.532,85.161
36.079,61.703,59.566
39.531,70.353,61.213
38.207,44.944,45.797
42.512,60.154,69.539
104.049,134.126,68.676
35.01,61.802,61.066
42.453,66.744,64.567
39.786,48.111,62.468
34.588,80.307,75.972
46.915,57.477,47.268
32.862,35.216,26.625
33.99,47.219,50.622
47.68,81.219,84.71
68.902,74.04,73.981
37.942,40.668,36.775
39.207,67.842,68.215
41.551,35.775,35.814
42.639,91.496,106.824
52.573,72.961,77.865
32.686,32.176,33.254
36.412,35.726,37.805
33.911,35.51,35.392
115.473,101.273,101.263
46.974,90.594,96.027
48.415,92.104,91.535
50.897,85.122,83.837
57.32,117.925,100.597
36.775,71.834,56.28
29.459,45.434,47.807
40.06,81.032,75.325
40.433,42.316,50.632
45.572,90.996,78.581
28.635,30.244,37.148
42.335,101.156,106.971
48.994,89.427,90.378
31.881,35.579,41.59
37.354,52.034,36.951
27.468,51.789,43.944
33.578,40.59,36.285
34.716,53.691,54.113
37.932,52.25,57.565
48.219,60.664,64.351
30.763,46.307,36.363
29.91,38.452,39.58
37.05,59.987,49.602
41.884,35.529,37.089
33.666,44.022,42.443
42.267,49.984,58.369
26.458,25.37,27.027
39.893,68.058,70.088
41.688,48.229,43.512
28.41,32.627,33.882
41.208,43.208,45.101
33.539,52.926,37.05
25.537,37.638,27.772
38.217,53.711,49.69
28.204,40.227,36.03
31.803,34.823,32.695
30.92,33.47,32.911
37.863,65.479,67.47
31.195,29.979,22.84
36.5,41.659,32.401
51.956,88.525,80.209
41.747,46.778,54.172
34.902,35.176,40.688
33.029,38.511,41.306
36.638,38.981,33.166
36.559,36.059,29.91
27.537,47.425,49.73
39.874,61.811,60.154
46.699,31.852,32.215
39.962,38.393,45.856
30.44,30.283,33.274
38.481,53.682,48.102
32.264,41.021,39.962
36.853,40.521,41.757
33.107,29.479,29.508
43.375,69.078,69.274
33.196,49.73,45.209
46.631,42.296,40.904
43.669,48.004,53.27
31.352,32.852,27.204
45.483,65.077,65.459
32.431,30.371,37.638
35.902,59.105,43.885
48.945,57.222,49.926
38.677,45.248,51.142
38.874,56.594,59.32
45.16,59.909,65.106
38.197,40.511,18.358
40.864,55.094,66.921
27.684,25.929,27.665
41.678,64.734,62.704
31.587,27.665,26.968
43.796,64.489,62.498
33.588,34.725,43.669
43.463,38.315,40.894
39.423,36.196,37.167
42.983,51.073,53.005
29.41,35.363,38.177
32.185,33.696,37.216
40.619,49.72,54.074
29.361,32.646,32.048
40.305,46.484,41.364
43.071,51.485,50.377
37.442,59.33,53.044
34.274,100.224,86.142
29.302,28.351,26.105
32.921,46.081,52.887
34.941,34.676,36.961
42.639,35.961,38.226
38.893,63.312,43.149
39.04,53.427,53.917
41.963,40.962,34.47
40.315,57.241,50.828
37.962,43.228,41.296
30.842,50.916,50.494
46.415,41.237,45.797
46.307,52.887,53.672
48.661,77.816,78.649
30.342,44.807,49.553
35.471,40.237,47.7
41.296,42.326,50.798
53.652,44.846,43.081
55.78,67.195,60.478
46.042,65.381,54.819
41.345,55.329,49.308
44.14,62.772,43.188
40.09,54.996,56.565
53.642,58.673,60.909
50.946,68.039,68.647
38.197,34.333,35.569
35.127,35.853,22.418
40.462,41.59,29.685
41.698,36.118,38.354
50.985,52.426,63.42
27.939,35.667,32.529
30.401,48.386,45.621
38.687,38.187,39.452
37.373,63.341,66.018
40.168,35.255,31.636
44.238,47.955,36.481
38.932,54.741,58.036
32.715,77.59,73.923
32.911,25.458,29.763
29.959,62.655,59.32
34.51,56.32,61.125
45.297,47.66,53.025
27.302,45.287,47.101
34.529,69.333,69.627
33.441,54.26,50.632
46.111,43.689,45.081
38.638,46.66,41.276
42.453,69.706,74.482
27.772,53.946,51.161
49.269,48.886,47.248
61.498,70.726,75.648
35.265,38.393,40.433
33.127,66.577,68.225
45.66,62.321,60.713
37.579,36.363,40.717
44.375,32.715,30.724
34.196,43.443,41.737
38.619,46.572,40.452
87.279,90.26,71.579
35.843,35.637,26.958
51.573,111.845,104.519
40.384,58.889,62.38
27.645,45.679,41.629
46.65,36.334,36.0
46.827,85.818,75.148
31.666,33.294,36.481
39.982,89.672,85.337
48.249,75.501,65.969
81.905,90.917,72.785
45.101,37.736,33.853
39.393,66.479,72.206
46.278,44.267,39.972
50.259,102.636,89.368
34.402,87.23,78.404
42.169,55.359,59.742
40.07,74.011,73.668
56.849,69.402,69.843
39.658,73.687,69.372
44.326,73.099,86.21
104.863,99.439,98.341
52.583,131.723,125.27
46.14,82.768,74.119
30.018,31.117,33.598
46.935,95.379,92.516
40.237,37.177,40.492
35.108,43.728,36.814
46.121,46.67,35.235
39.482,41.551,43.179
37.079,40.747,38.324
34.412,32.656,34.098
33.352,39.374,35.49
43.738,35.461,33.333
29.047,29.194,29.695
35.069,38.883,51.181
36.236,67.578,67.754
33.254,35.99,38.315
42.335,75.57,86.75
39.55,90.584,86.612
39.884,105.402,87.985
33.951,38.315,34.568
35.971,47.523,49.131
35.677,38.422,36.324
54.76,113.022,125.564
38.56,79.267,75.57
36.991,84.161,82.062
41.806,60.144,63.939
41.286,77.041,93.173
37.148,52.034,52.701
23.928,53.809,52.799
49.543,93.016,81.062
36.824,77.041,85.995
43.443,98.263,95.527
50.995,95.37,99.851
32.372,96.38,89.505
34.627,42.149,44.522
38.53,83.376,68.078
42.62,88.083,65.489
39.227,51.426,58.879
42.639,51.691,50.543
42.08,71.363,70.333
42.247,83.317,83.209
51.514,69.147,65.754
34.402,56.388,59.399
44.316,74.835,66.695
36.51,79.542,79.346
32.96,36.177,27.812
40.531,36.883,32.234
51.426,77.424,88.525
24.134,52.485,30.126
41.06,102.646,90.162
38.481,44.159,45.052
42.875,58.506,53.966
48.7,90.849,94.085
57.124,96.762,96.821
40.521,53.446,69.784
40.109,41.433,42.482
47.219,78.738,83.357
40.286,78.296,73.962
42.531,82.543,76.139
28.733,44.042,41.845
33.931,50.475,49.023
30.038,36.275,38.619
28.851,30.724,36.432
33.088,47.327,55.486
44.767,31.489,37.089
40.962,53.034,53.711
34.058,50.612,42.149
43.973,52.22,52.328
33.843,95.497,110.639
47.072,77.031,76.698
52.868,46.081,49.553
48.768,81.483,84.249
36.746,55.623,66.136
34.99,67.225,71.216
45.199,94.242,95.772
39.619,78.198,88.525
32.774,109.893,120.416
45.385,51.142,51.348
37.854,86.093,94.742
35.745,38.246,39.55
24.134,43.561,50.798
44.326,87.466,76.766
48.621,81.64,76.423
33.588,70.039,86.083
45.493,51.073,50.249
55.623,81.238,123.034
44.532,44.797,48.219
37.863,85.014,87.544
46.199,69.755,80.542
55.918,120.328,123.25
33.215,75.09,72.03
47.464,69.765,64.94
56.643,53.966,49.73
37.913,38.923,36.108
44.199,95.772,95.281
32.107,99.832,94.212
40.462,52.426,53.819
42.983,50.328,54.133
42.61,62.37,57.506
48.945,46.376,45.915
30.244,37.628,37.913
31.666,53.75,49.278
55.614,129.811,124.319
50.19,35.657,29.547
39.384,56.427,49.975
41.668,45.12,48.965
36.363,64.381,67.293
45.738,63.174,57.898
33.774,46.748,53.819
45.091,51.142,49.239
30.469,40.148,31.077
36.343,43.463,42.492
42.159,45.464,45.601
43.757,48.337,49.651
27.125,56.781,63.773
34.931,37.05,32.597
32.656,30.901,31.391
39.285,40.001,44.973
32.862,34.157,33.49
26.517,47.405,44.002
31.832,62.998,46.297
36.0,49.043,43.61
31.911,49.337,43.865
45.317,56.565,58.153
39.482,42.071,34.617
33.98,59.085,57.82
40.286,50.975,50.22
33.088,35.932,35.137
29.361,80.983,67.744
39.531,64.783,53.956
22.781,29.087,29.008
42.59,78.13,73.638
33.823,45.091,48.131
38.148,63.469,58.81
39.942,68.431,68.784
29.832,58.889,56.231
23.467,59.781,56.212
35.539,75.374,75.335
51.799,53.829,44.454
41.188,53.917,50.897
47.866,40.923,45.042
33.549,48.827,54.113
41.767,54.103,50.965
44.787,68.696,62.782
40.678,58.732,79.552
29.292,53.456,52.122
36.138,36.236,38.501
30.273,40.609,39.491
41.345,62.861,65.832
30.499,26.625,25.036
31.921,56.339,81.513
39.893,66.195,66.715
35.225,38.981,43.277
38.05,49.631,58.85
45.993,65.028,62.449
33.813,30.41,30.881
26.164,65.95,57.575
37.197,60.164,63.851
35.059,59.036,56.986
33.215,36.549,34.294
33.058,71.549,78.218
36.245,55.868,52.446
37.236,58.31,64.106
42.826,74.374,78.59
33.764,40.246,37.814
38.167,45.405,48.837
49.053,61.233,56.731
39.648,39.786,39.521
36.549,55.623,54.388
39.364,58.301,55.388
43.855,55.015,55.721
36.491,72.726,89.603
42.63,56.839,46.493
44.238,59.144,55.947
38.903,63.145,54.309
36.118,80.905,77.227
47.435,66.548,70.755
42.659,64.489,66.94
39.393,57.947,55.094
40.099,45.738,44.081
49.906,56.879,58.977
25.782,33.49,30.616
34.215,54.652,59.762
41.335,40.305,35.431
31.891,36.265,34.51
61.909,75.531,30.538
25.154,35.402,36.589
31.489,48.239,44.316
43.022,49.71,47.66
48.102,72.618,60.203
41.139,45.807,47.003
35.147,58.202,50.534
40.57,49.73,53.27
31.774,32.764,32.391
45.895,56.339,52.475
51.809,76.541,69.215
45.346,66.116,49.357
41.296,60.438,53.476
45.993,66.803,64.214
47.788,49.504,52.289
36.706,40.6,38.354
37.197,53.054,61.144
45.179,50.946,52.201
43.747,65.028,50.798
26.282,41.668,15.838
39.129,67.225,65.91
48.17,57.32,75.207
35.618,59.605,59.281
24.889,34.068,38.932
52.475,49.014,46.984
42.218,58.771,50.494
43.61,59.458,50.22
38.422,54.741,56.133
32.823,66.009,77.325
36.579,34.372,48.729
32.097,74.138,71.334
42.62,57.134,61.458
27.076,24.674,31.666
39.285,51.534,51.426
41.806,49.779,50.563
43.277,42.992,44.856
32.793,44.248,41.208
39.678,65.489,48.513
29.979,40.374,39.119
50.239,54.407,55.319
39.589,58.801,55.202
36.785,53.005,38.913
32.793,48.082,43.179
37.707,33.578,32.225
35.039,60.458,61.792
49.406,72.589,71.167
42.443,60.144,57.094
33.411,55.545,60.458
27.184,53.064,33.146
34.745,46.827,37.099
47.239,55.918,51.416
33.951,50.867,52.132
43.336,92.084,90.408
27.037,55.221,57.859
43.032,44.257,37.697
48.513,60.684,61.478
48.121,80.091,75.354
35.716,65.479,66.411
39.786,76.345,82.66
37.197,85.72,82.445
34.598,45.621,45.503
43.728,60.389,62.086
60.968,66.93,67.676
50.19,50.936,53.485
54.25,49.68,48.592
29.567,54.8,45.395
42.257,66.42,63.38
37.246,59.418,67.695
30.254,42.433,46.856
34.539,28.459,34.549
37.697,81.729,79.199
42.934,56.81,60.497
45.836,49.935,48.062
45.591,51.544,51.073
