AW1,AW2,AW3
38.511,64.959,63.282
44.091,40.394,40.06
41.825,58.83,45.885
55.104,65.312,67.019
42.914,53.652,46.18
26.007,57.81,55.035
63.969,52.024,51.809
46.17,54.956,56.133
46.601,51.965,45.797
36.598,58.212,58.271
37.363,64.214,50.681
57.114,57.643,59.889
44.493,62.596,61.301
41.296,58.997,49.926
42.198,74.109,77.678
55.015,84.72,76.806
48.268,99.263,99.822
49.553,77.777,73.903
31.028,60.958,59.517
48.445,78.316,70.667
78.836,84.337,113.581
31.156,58.703,55.643
40.59,65.626,75.237
40.796,68.509,65.656
36.647,71.324,89.633
41.217,85.72,81.523
33.882,37.03,36.304
38.972,70.627,71.451
28.665,59.526,66.823
33.509,45.209,41.816
36.893,67.656,65.852
45.768,65.42,49.435
56.957,57.418,54.76
46.621,77.884,73.766
46.621,55.153,55.918
33.549,85.298,86.426
39.393,38.334,56.231
37.805,77.374,86.181
60.419,62.949,59.624
59.536,50.661,71.118
43.796,63.822,47.827
49.72,78.345,81.748
59.232,87.936,87.975
41.6,78.6,85.445
34.441,55.574,66.921
54.741,77.139,86.014
44.11,74.011,66.401
29.999,64.959,56.104
40.933,39.589,41.06
43.718,46.13,48.209
39.04,59.624,60.742
36.226,89.358,84.916
33.705,60.899,62.36
35.745,70.922,70.951
35.451,66.087,63.645
50.936,77.198,59.987
39.05,62.213,54.819
47.288,69.961,71.687
56.673,106.647,98.851
44.012,77.835,58.418
47.023,47.552,54.084
52.122,49.131,49.984
42.129,164.634,109.246
43.846,60.134,60.939
47.562,50.749,60.056
44.738,61.958,61.674
37.942,44.875,61.89
45.846,52.701,47.288
47.396,53.672,48.259
44.865,68.088,63.998
40.855,46.837,34.402
48.406,77.512,72.893
53.623,64.194,69.696
49.406,80.65,105.49
36.726,43.934,35.324
42.718,68.48,68.088
37.442,69.137,66.97
38.403,46.513,24.409
40.394,45.483,26.419
41.992,54.996,69.117
45.777,114.65,106.108
83.513,76.002,71.402
44.63,63.547,51.838
51.603,84.749,88.76
39.07,49.72,50.524
40.707,43.767,39.864
37.618,52.583,57.222
33.568,81.317,77.325
44.601,48.788,45.473
43.051,53.074,60.772
51.338,35.784,24.262
37.638,47.817,52.838
28.616,80.483,82.562
44.493,78.296,78.159
41.874,54.79,48.69
33.843,73.677,68.715
49.406,78.483,79.365
45.591,47.915,49.082
38.138,82.925,72.148
35.529,51.691,52.858
37.952,70.961,63.998
36.628,35.461,38.226
51.083,54.427,49.141
45.513,61.851,51.926
45.885,51.102,53.348
46.886,67.99,68.539
53.495,43.757,33.862
41.639,54.496,49.21
30.548,63.822,55.957
60.497,54.299,59.379
33.509,58.683,59.997
37.314,50.465,56.202
41.816,59.517,42.777
50.034,53.927,33.313
40.766,60.115,52.358
46.376,60.193,55.251
50.553,59.85,58.261
38.266,72.491,64.508
37.295,66.568,73.207
81.111,80.111,54.231
46.778,62.655,46.601
43.473,69.853,54.054
36.736,87.77,84.386
45.67,88.054,76.59
40.296,47.651,41.198
36.255,53.515,55.202
31.891,47.494,58.232
33.313,57.389,56.339
46.16,52.436,53.711
44.552,59.477,53.829
41.747,66.979,63.753
39.942,69.568,61.939
35.0,36.755,37.393
47.013,70.981,64.008
31.195,59.252,62.017
37.05,71.883,63.969
31.97,40.207,37.648
33.029,69.941,84.769
44.63,57.281,51.936
42.453,75.374,75.796
50.406,77.188,79.365
43.218,84.102,92.447
35.382,58.222,68.548
32.744,79.346,82.974
43.551,54.476,40.59
69.598,75.913,61.458
38.844,86.848,80.856
52.024,97.439,91.682
41.933,52.789,56.624
54.643,113.335,115.758
38.158,95.193,93.33
43.463,60.389,57.271
48.131,94.487,96.909
77.247,78.541,92.437
36.932,68.264,72.049
51.71,94.889,92.065
41.894,68.548,73.079
49.023,76.963,74.766
75.531,81.984,31.901
41.002,58.605,57.183
58.34,61.174,49.788
53.24,58.408,38.854
52.309,59.987,52.034
40.492,43.228,44.738
51.289,81.228,75.443
43.09,50.798,59.84
35.677,65.165,61.154
40.913,104.882,76.59
38.471,54.103,53.289
45.513,63.518,70.618
40.815,71.294,74.638
43.914,44.414,51.181
36.804,79.414,81.179
40.894,76.619,78.365
27.802,52.318,52.073
34.598,50.691,45.248
38.864,48.69,44.571
37.324,58.114,56.28
31.479,32.637,32.793
41.904,44.561,51.769
36.785,68.617,76.433
39.668,72.765,73.962
36.765,51.877,52.446
38.256,51.102,46.258
54.348,54.662,88.966
51.21,53.152,54.584
32.195,65.126,62.851
33.127,32.47,28.096
44.728,68.745,83.121
45.895,56.977,60.38
40.305,50.661,59.536
45.876,59.046,62.792
36.451,53.584,58.35
40.325,50.828,44.159
32.538,35.902,36.5
34.765,70.029,61.645
28.665,49.896,48.965
34.598,33.666,38.589
33.784,40.462,50.828
37.167,43.306,43.542
41.619,52.368,58.771
38.991,52.73,60.174
36.765,50.642,53.672
55.633,45.581,50.72
37.491,72.02,74.982
32.646,68.47,58.065
67.097,107.157,117.945
49.249,57.634,26.841
38.403,62.674,58.899
31.901,50.946,55.515
37.54,53.652,56.202
43.581,64.381,53.819
38.471,50.661,46.258
47.229,59.114,60.448
36.196,57.516,42.983
33.058,48.268,50.338
48.768,65.832,65.165
45.052,55.211,60.301
44.856,57.241,57.997
37.863,51.671,48.896
48.759,56.31,64.194
32.333,67.901,55.388
43.463,64.263,68.774
42.875,54.721,59.977
42.924,52.779,52.554
46.425,98.194,82.807
38.766,57.575,49.386
48.788,76.1,72.844
41.972,65.93,67.587
40.511,66.764,67.784
37.599,44.748,35.549
39.982,56.712,58.399
30.881,62.243,61.949
47.258,73.52,73.069
31.097,42.669,37.697
38.383,52.681,54.79
45.218,59.713,54.133
35.206,76.453,77.845
54.015,78.434,88.799
38.648,53.044,51.769
55.182,53.77,29.606
49.798,45.513,45.993
35.392,67.009,60.546
35.608,71.334,68.078
38.236,61.89,84.141
47.297,74.148,68.529
42.6,56.918,54.319
54.564,97.233,95.409
44.767,35.539,37.03
27.969,34.49,39.423
30.528,50.563,53.034
43.796,110.452,113.718
36.873,39.825,39.835
40.041,57.898,60.478
34.598,50.21,61.478
49.877,46.719,45.532
28.606,57.339,55.614
36.804,52.26,52.75
44.542,36.304,40.266
40.933,66.999,64.989
39.982,52.446,51.259
37.461,41.159,49.455
48.111,58.359,47.258
38.305,73.334,79.689
36.5,36.206,38.746
38.638,56.388,61.144
28.047,75.864,57.29
33.686,58.467,60.782
30.008,87.75,83.876
33.529,68.902,79.081
31.371,69.794,67.176
30.508,51.112,54.358
71.52,54.25,86.691
46.846,65.42,54.319
43.032,48.043,53.927
45.67,69.411,84.043
37.824,59.036,53.858
26.929,40.001,33.647
27.988,53.711,49.68
28.155,73.893,73.736
40.188,54.701,50.112
61.566,45.905,47.631
38.913,76.492,56.624
44.493,59.301,54.427
35.883,75.276,73.913
26.723,56.427,55.663
38.226,55.81,53.456
55.31,83.386,85.043
23.86,38.932,35.667
37.981,69.961,67.48
40.845,64.891,58.497
47.268,54.211,51.789
34.058,42.218,36.255
40.148,38.726,40.874
37.648,90.27,81.836
38.53,79.591,83.278
47.425,53.848,61.89
41.021,50.102,55.26
37.952,49.945,49.239
34.676,70.961,70.529
39.766,35.48,39.413
44.797,57.487,65.587
35.667,29.469,34.323
33.764,60.772,55.653
38.491,58.928,56.79
45.326,77.522,97.851
34.921,42.178,40.296
35.912,64.763,56.486
48.268,85.132,80.218
48.631,71.383,72.569
39.266,54.888,46.67
62.792,126.878,124.231
42.355,55.28,58.595
41.002,76.384,88.309
31.44,44.454,43.051
32.185,55.506,41.129
48.749,86.799,71.392
53.711,63.478,55.476
43.492,36.559,39.021
33.588,70.431,66.313
41.845,82.68,78.11
40.688,58.34,63.233
45.581,70.039,64.753
38.844,43.169,41.933
42.796,92.055,79.924
36.157,64.665,57.849
28.076,86.161,87.436
36.373,57.349,69.0
49.955,79.316,64.381
42.796,76.462,69.117
50.249,91.182,80.964
45.366,81.532,80.846
27.017,68.637,75.825
37.304,89.466,84.553
36.275,73.158,79.512
34.853,34.49,40.855
40.452,50.22,50.053
35.667,83.729,71.255
44.787,51.318,49.112
46.562,55.3,47.562
44.924,77.688,74.805
48.033,64.93,51.426
45.846,42.159,30.42
49.21,70.647,73.256
47.199,45.356,42.473
39.717,38.315,38.373
44.11,46.65,42.679
40.246,67.244,61.605
37.059,71.353,62.978
40.403,81.748,70.667
47.396,49.504,50.671
42.247,46.395,47.896
43.218,50.926,51.357
58.183,80.13,84.386
41.776,79.287,86.897
45.679,75.462,73.619
49.288,63.302,63.9
45.415,56.241,58.654
54.898,57.938,61.399
56.741,68.343,69.107
41.315,62.694,59.124
29.685,72.118,64.675
49.494,68.833,62.4
33.941,47.052,47.131
41.041,68.088,67.999
44.042,110.884,120.337
38.011,56.006,59.997
44.561,57.104,51.151
46.513,99.547,105.157
36.392,70.882,75.599
39.815,67.656,76.257
36.51,56.555,74.158
39.835,59.683,62.753
38.825,79.404,81.542
46.503,76.433,72.716
42.453,47.817,40.07
33.254,63.831,68.45
37.403,71.677,72.236
46.434,56.535,50.553
36.108,80.326,67.342
31.979,36.294,38.511
37.383,63.577,62.439
37.795,56.977,61.243
59.065,59.222,60.095
46.042,74.746,73.364
52.113,56.3,60.105
46.16,68.696,57.889
32.95,35.088,35.667
33.902,61.39,47.876
51.73,71.098,68.705
27.861,32.333,35.363
26.37,71.236,65.861
47.592,38.589,46.915
43.512,70.794,74.511
110.04,102.254,93.654
45.63,79.012,84.033
42.963,49.367,50.798
48.239,86.083,86.71
38.03,44.561,44.385
31.774,54.231,54.77
42.718,62.517,64.067
39.825,52.024,47.905
39.501,35.167,37.795
45.748,87.103,84.533
45.493,59.311,61.978
52.299,59.016,58.232
30.763,63.38,64.959
43.159,63.38,62.978
35.824,67.931,73.462
32.627,55.761,55.045
39.325,58.301,51.759
40.874,75.05,80.365
33.048,48.68,45.797
42.012,63.027,55.162
43.934,50.23,46.807
35.853,77.6,71.432
37.903,75.197,90.555
47.121,62.262,56.526
43.855,72.942,81.944
42.433,56.712,55.731
36.079,53.387,76.276
30.008,45.493,52.652
30.999,85.945,59.389
51.112,45.042,61.478
38.746,68.499,72.059
48.415,79.297,82.013
40.286,74.374,69.5
43.09,62.331,70.559
41.384,74.442,68.303
43.983,42.571,38.217
38.491,84.327,81.415
52.387,52.014,53.731
31.087,65.342,64.793
37.236,47.072,51.416
27.017,64.086,68.49
34.823,57.467,58.82
46.003,64.655,61.409
43.002,63.92,64.096
37.118,66.764,65.538
38.628,69.784,76.404
45.581,76.364,70.931
33.617,69.078,59.654
52.613,79.032,68.862
43.149,42.375,43.326
48.847,49.102,35.706
41.923,56.682,60.821
27.91,60.105,55.025
38.962,65.508,57.84
57.477,67.519,75.119
39.178,65.165,60.84
37.03,40.403,43.1
41.1,67.666,62.341
33.529,68.862,71.49
51.259,71.128,54.692
59.654,62.645,62.821
53.495,67.195,69.402
114.189,119.318,88.956
40.109,42.306,37.412
35.539,62.714,60.85
41.933,90.094,73.815
30.832,32.264,45.258
43.895,75.462,69.774
39.138,67.685,60.88
37.726,57.261,62.282
31.715,60.762,60.566
30.989,72.138,73.03
68.627,52.309,57.712
42.316,83.435,81.287
42.169,53.731,46.415
39.697,93.555,78.649
50.269,52.309,57.438
42.62,56.937,53.642
26.547,50.181,53.348
44.012,67.852,63.537
35.755,65.293,59.546
46.101,68.284,70.627
54.005,79.169,66.038
43.542,88.485,73.462
30.008,86.289,90.015
45.366,56.898,55.035
42.59,55.849,66.989
36.804,52.328,52.309
40.286,51.946,56.937
49.092,78.355,61.144
41.021,66.989,66.038
47.19,79.738,78.365
44.395,75.756,79.091
47.935,75.443,79.679
36.069,40.286,37.854
41.109,61.772,61.978
45.307,42.649,49.455
55.614,62.498,67.676
28.361,64.479,62.184
41.659,85.318,79.336
42.718,81.052,71.461
30.744,59.134,44.885
45.356,52.181,68.568
48.219,66.872,54.564
45.179,64.744,71.54
37.559,63.282,51.985
40.874,45.983,52.76
40.707,65.842,69.176
65.253,73.079,61.38
43.208,70.775,71.853
46.17,51.475,46.699
43.267,62.096,61.184
40.492,53.799,54.388
42.129,54.397,55.947
48.023,81.199,83.553
37.51,67.676,57.192
36.647,33.882,33.96
43.345,58.153,68.862
34.078,71.451,63.184
37.314,77.09,60.782
60.399,61.988,55.712
45.572,65.705,70.216
37.913,51.171,52.672
39.236,27.135,34.686
40.943,68.656,64.949
40.855,52.152,47.229
37.089,42.1,42.718
48.357,52.456,47.729
40.649,41.463,46.042
32.852,65.332,61.37
48.994,83.984,89.437
72.334,76.158,70.019
50.406,59.693,64.155
40.531,74.393,72.697
37.079,35.314,33.96
46.533,47.543,44.895
47.621,72.824,70.951
35.814,87.613,107.638
27.429,32.842,34.363
34.568,82.307,81.67
33.725,55.486,54.28
38.187,32.372,35.049
48.661,82.052,76.06
39.001,43.6,41.668
41.021,36.951,36.981
38.069,41.011,41.227
45.807,58.114,52.475
47.258,69.951,71.785
46.523,80.16,82.876
38.226,65.969,82.356
43.963,43.963,51.406
46.935,58.418,55.731
49.847,48.582,47.768
31.558,71.589,68.529
34.137,67.254,72.961
33.549,79.905,51.809
21.957,50.063,55.937
33.156,73.03,70.265
41.257,55.81,55.192
36.579,35.275,36.471
55.957,60.713,53.309
43.796,66.548,71.147
41.109,53.897,50.102
41.443,55.515,54.849
36.491,34.117,34.657
40.148,50.043,46.905
34.686,51.485,58.33
30.352,61.635,53.564
41.423,68.088,53.054
45.346,55.976,50.681
59.291,59.772,61.086
42.983,62.4,59.242
44.12,63.91,46.18
35.765,58.448,58.153
29.587,35.667,29.724
34.598,66.107,60.399
39.746,63.184,54.574
31.46,53.309,59.86
35.608,69.235,55.78
39.315,51.514,58.457
35.343,65.901,60.821
48.121,71.412,72.657
36.608,60.654,48.396
39.285,52.966,52.711
46.582,47.651,47.337
43.149,68.215,72.373
54.035,53.515,54.123
43.051,53.25,57.065
44.208,51.887,49.465
27.723,66.97,68.588
50.426,66.558,58.359
50.514,59.958,58.536
37.128,61.9,58.752
45.689,55.231,54.221
36.402,49.2,54.584
42.218,75.864,74.187
36.177,77.208,57.928
33.146,50.906,51.671
40.109,39.168,93.899
47.435,65.038,62.164
25.899,69.833,81.552
41.512,60.272,56.31
46.572,63.567,63.341
38.707,79.512,58.438
45.856,62.204,61.36
39.835,64.469,57.104
55.672,55.702,58.967
35.667,70.833,67.244
41.6,65.008,56.329
39.138,63.027,56.722
38.217,40.609,50.847
42.786,58.291,53.731
64.381,74.178,67.499
37.785,43.875,44.512
39.766,57.928,59.879
37.226,67.47,67.901
52.269,68.382,62.723
44.669,58.428,63.459
32.96,64.9,64.165
38.746,62.959,55.133
44.463,58.173,60.095
41.198,72.148,68.264
49.269,82.111,81.474
36.049,64.91,61.095
46.788,64.675,68.254
37.599,63.116,60.88
44.13,65.41,60.183
42.071,55.045,53.78
29.057,70.157,64.9
49.014,59.418,56.771
32.156,52.828,62.292
44.865,61.213,58.82
35.539,56.937,58.82
41.865,69.274,68.313
27.478,41.178,34.225
34.657,64.155,56.888
39.393,66.764,69.029
43.434,52.75,51.367
51.406,62.155,55.496
41.933,46.601,48.17
36.138,95.095,95.889
43.345,88.191,85.534
34.392,55.349,66.587
42.58,58.222,61.301
45.836,73.246,71.304
52.779,52.946,54.535
30.146,79.503,80.012
38.687,67.666,80.768
32.568,63.949,72.128
45.797,50.308,58.722
35.686,82.268,69.156
43.64,75.364,78.669
42.178,75.688,70.343
39.06,61.086,54.809
34.461,69.323,69.078
37.069,56.839,75.619
33.872,50.259,50.416
29.332,77.924,57.153
43.649,67.852,76.266
38.923,76.472,46.621
39.315,52.593,57.732
33.99,76.188,76.874
40.57,67.264,66.587
44.532,43.483,38.874
33.509,56.977,55.79
56.28,101.518,101.862
31.352,34.961,39.207
41.345,110.884,78.541
37.226,69.706,80.532
35.647,71.343,80.503
39.374,65.548,61.027
37.53,43.591,46.209
43.238,52.799,55.633
49.072,57.82,57.663
41.443,77.002,85.171
41.943,49.661,52.328
44.159,53.26,51.475
40.011,48.366,58.34
33.519,55.408,57.192
23.232,52.475,62.9
34.019,54.447,48.818
41.825,61.89,57.918
43.934,102.627,68.911
46.229,49.347,57.673
47.503,88.191,82.699
38.903,63.194,52.22
44.326,32.47,35.382
40.256,88.789,90.976
40.413,111.139,67.862
39.344,74.158,76.286
44.748,112.208,110.972
42.276,89.093,63.988
43.473,69.304,90.888
42.757,50.445,51.436
32.96,62.007,63.488
36.883,58.614,58.281
47.984,46.895,46.699
30.979,29.655,31.901
46.797,70.019,62.968
43.326,66.077,58.703
40.207,109.403,76.845
51.201,94.075,75.933
68.039,68.902,56.114
40.57,46.229,46.895
35.206,78.6,76.982
23.565,59.477,66.077
31.44,71.324,67.205
39.099,50.445,47.101
30.812,57.016,58.585
28.616,64.94,54.417
51.328,65.43,70.274
34.735,73.128,66.156
40.639,40.6,40.237
44.767,59.821,64.145
31.018,72.559,65.685
91.231,98.116,118.504
29.312,70.686,68.98
50.347,54.8,39.491
49.22,51.956,52.318
51.348,81.356,81.817
47.376,67.774,63.616
39.462,47.719,46.248
45.287,43.149,38.177
32.568,52.524,52.534
34.402,57.8,63.724
52.328,67.833,63.155
29.695,25.036,20.878
37.971,36.03,36.167
31.891,62.949,59.379
48.68,64.881,64.116
32.646,73.02,70.863
42.286,39.903,34.549
42.394,50.808,45.317
44.905,52.201,58.879
33.441,33.804,34.117
46.248,62.282,73.864
52.132,73.56,65.538
44.542,73.55,70.569
31.018,45.552,44.512
34.823,34.549,36.863
41.992,48.749,53.093
34.676,33.127,35.186
37.971,53.446,63.429
32.892,62.125,57.202
38.785,71.226,66.028
29.538,55.584,56.839
41.512,73.06,71.059
43.139,58.712,55.143
37.432,84.592,79.483
33.49,77.08,55.476
37.913,55.898,68.421
40.452,39.521,36.471
26.939,41.433,35.647
35.951,45.287,46.562
35.382,50.347,36.942
34.392,72.677,66.136
36.736,53.27,48.053
45.532,40.972,44.954
53.123,57.585,61.066
43.414,69.549,72.108
38.471,52.662,59.86
29.969,51.142,50.838
34.274,37.942,41.227
34.284,57.938,55.672
40.158,67.999,72.795
33.823,69.313,70.784
43.63,55.79,48.023
51.505,58.967,45.974
44.728,49.573,45.503
30.881,33.372,21.565
41.247,51.191,48.2
59.222,59.399,64.9
45.885,56.633,54.417
31.577,31.077,31.685
39.815,90.368,89.937
27.939,31.803,28.224
27.557,25.409,22.81
46.199,52.897,53.083
52.573,41.904,43.659
33.019,63.9,61.645
39.992,66.264,68.676
39.207,66.528,70.529
38.736,50.102,56.751
31.489,66.499,36.255
32.254,28.704,37.089
38.334,56.182,60.105
46.425,75.854,70.431
56.673,136.038,140.029
43.934,54.388,58.301
30.352,47.68,45.552
43.463,56.31,57.908
44.777,43.895,49.396
34.284,49.759,48.004
37.53,62.243,61.144
46.14,56.231,52.162
40.796,59.144,59.193
31.95,43.816,39.58
39.374,55.614,57.947
34.696,37.913,35.912
44.973,40.06,35.265
42.649,65.979,56.859
40.59,81.464,90.427
41.09,58.614,63.596
37.255,70.706,62.213
47.866,60.301,58.899
42.08,59.928,61.066
41.512,59.291,54.858
34.196,52.093,47.7
31.666,59.095,60.595
33.509,57.369,56.045
30.136,48.563,46.317
46.66,55.663,62.949
37.883,55.908,67.342
40.59,36.795,29.508
44.12,69.98,76.433
44.179,91.849,92.359
37.334,57.673,60.203
47.435,58.86,54.643
40.041,57.085,52.034
40.894,84.729,79.267
28.557,102.578,104.823
36.706,65.126,67.96
34.196,77.914,67.607
43.698,79.002,75.413
57.585,84.651,83.288
39.835,49.935,39.56
38.687,50.759,50.73
33.245,36.5,32.058
36.814,47.347,56.045
36.049,31.293,29.194
42.875,39.384,40.6
38.913,66.45,66.479
44.493,57.585,54.388
46.425,51.142,48.984
35.48,78.071,88.711
48.219,43.718,46.905
31.126,52.858,44.699
47.062,54.917,51.308
40.904,52.701,53.162
49.788,42.139,48.572
37.658,42.924,42.541
47.307,53.789,56.388
52.672,101.881,104.382
36.775,64.322,57.791
38.305,39.57,44.571
26.9,54.947,56.584
38.677,45.738,47.288
39.501,35.02,35.863
40.639,80.473,78.541
51.034,81.778,81.513
35.902,61.566,56.437
35.118,37.304,33.205
40.217,59.615,57.398
30.322,53.132,55.025
27.253,39.354,35.48
43.62,67.519,68.107
40.452,47.376,43.561
56.192,66.077,51.24
40.296,53.005,55.3
49.327,52.887,53.24
53.535,69.647,88.103
22.173,43.993,48.818
34.921,58.516,54.339
38.099,37.863,37.05
43.708,37.628,38.942
50.671,57.791,59.281
46.464,46.18,51.612
56.32,48.612,44.659
26.802,31.872,37.952
44.444,92.84,68.598
41.767,45.326,42.826
49.063,87.515,78.492
33.98,42.071,35.598
44.042,37.442,37.373
49.161,51.426,57.045
35.814,34.99,36.314
36.844,38.55,33.715
30.754,39.276,32.421
48.425,99.979,98.253
41.796,35.677,36.804
31.519,58.958,57.173
43.718,64.538,57.055
37.53,37.265,35.99
37.324,51.701,63.076
29.95,37.461,37.118
34.461,73.942,75.854
47.415,45.346,45.699
39.531,46.601,50.632
41.806,52.926,44.856
40.09,50.749,46.474
29.881,56.898,51.014
33.892,47.199,50.279
50.583,81.023,73.648
52.642,57.791,57.241
42.884,68.078,78.934
36.02,42.835,34.843
52.417,69.568,56.016
46.513,49.994,60.154
40.031,57.859,48.415
35.48,58.173,62.213
32.333,39.109,34.166
40.148,59.634,58.31
28.439,60.193,50.946
27.91,59.036,52.966
26.184,41.355,43.296
32.774,29.646,27.969
35.461,34.372,31.352
49.896,58.781,59.007
34.902,55.515,62.812
34.804,47.111,43.934
34.48,50.249,51.406
46.915,83.003,82.356
31.362,35.078,36.039
43.139,62.292,80.856
33.009,33.088,35.275
45.954,98.498,103.49
40.501,47.474,51.759
37.118,39.511,37.922
36.491,75.766,75.815
46.788,65.028,61.939
41.512,46.111,42.316
47.101,73.697,78.375
44.993,59.928,64.832
28.959,35.657,33.588
33.96,54.015,58.457
42.208,76.08,79.12
32.941,41.286,36.069
24.379,45.385,47.601
54.878,105.696,98.998
48.16,48.455,47.915
38.344,35.735,33.166
42.453,49.945,51.191
40.354,41.276,41.404
40.58,51.426,51.838
48.553,53.613,69.215
44.346,57.83,56.604
35.49,54.554,68.803
40.776,38.324,37.579
31.803,35.147,31.215
45.189,48.415,45.915
45.836,53.25,32.813
42.659,56.731,56.937
40.364,35.118,42.384
32.46,54.035,53.701
36.343,55.339,46.278
37.648,63.459,55.084
41.443,50.779,54.643
43.865,60.576,53.505
128.143,132.037,110.619
44.591,50.112,50.965
38.197,43.306,31.587
37.432,46.827,47.317
37.795,71.128,69.411
29.616,37.304,37.373
40.197,64.538,68.058
32.803,27.076,30.871
35.127,44.63,40.56
30.165,36.138,40.825
32.813,43.424,43.032
43.149,63.449,65.146
32.529,82.219,78.179
49.367,57.3,54.554
25.723,34.882,32.578
32.176,30.714,32.205
41.816,32.127,37.638
38.442,59.772,65.94
41.58,114.875,110.629
37.942,54.447,51.024
35.883,42.571,50.632
26.243,42.894,46.68
25.85,33.951,34.51
33.549,38.432,33.068
30.989,36.294,35.686
43.424,63.194,57.418
42.531,34.215,43.336
28.518,43.022,37.844
45.856,56.378,52.338
34.343,68.598,70.01
36.412,61.703,70.892
27.694,38.393,34.971
45.003,48.278,51.289
39.011,70.019,67.127
36.226,58.654,79.061
46.699,55.045,54.368
40.296,45.591,49.524
29.92,36.079,34.912
41.178,50.543,47.317
41.06,48.651,46.964
50.926,59.526,56.928
34.304,48.563,56.555
42.58,40.511,62.831
53.633,61.272,60.468
32.382,39.403,42.247
25.027,48.327,42.835
43.571,45.405,18.093
42.169,59.379,69.863
42.149,69.039,67.99
31.273,66.009,60.105
37.354,51.289,45.111
29.93,31.224,38.717
38.344,63.596,70.382
38.511,41.551,45.768
40.845,54.348,48.317
41.698,59.33,57.663
31.558,31.293,35.176
47.347,94.801,82.631
40.492,54.692,67.94
47.798,58.026,60.625
29.606,42.031,36.746
34.843,50.798,47.19
27.508,73.285,77.139
39.697,56.339,52.721
40.737,52.554,55.614
31.754,33.058,37.344
40.403,77.129,92.124
35.892,52.799,56.251
49.19,53.309,36.471
40.717,52.819,54.545
43.787,54.064,48.219
34.019,39.795,38.913
44.797,49.22,47.994
42.218,65.508,54.29
30.724,54.623,61.674
41.09,52.318,55.819
47.121,46.18,47.641
35.382,54.456,54.711
40.884,32.803,30.038
34.608,32.529,31.979
44.297,83.631,97.213
46.454,52.76,48.16
28.106,42.914,32.009
37.756,44.414,43.875
36.902,90.535,96.409
43.022,103.97,89.652
45.356,70.029,66.43
28.851,25.723,26.958
60.958,50.651,48.376
45.66,68.343,67.666
36.236,52.23,55.104
31.607,47.317,45.954
26.429,33.853,30.626
21.271,25.027,21.624
45.209,53.103,53.74
41.541,40.894,52.858
42.443,54.427,52.014
37.246,44.581,46.081
52.132,47.847,25.625
42.316,54.28,50.338
46.464,52.603,59.252
41.933,54.515,54.917
29.744,65.41,71.49
40.266,36.677,40.845
37.795,54.888,55.731
52.201,63.773,59.693
42.502,56.516,55.447
30.126,86.544,121.436
27.057,52.024,55.104
55.545,48.896,44.326
34.019,68.343,71.167
31.499,65.195,62.36
52.544,54.123,52.966
42.169,50.485,47.111
56.986,59.007,54.692
43.287,72.236,72.844
39.266,64.538,70.667
42.786,46.807,40.394
32.97,52.162,54.329
45.817,56.378,57.751
40.041,51.534,40.57
34.833,58.055,53.77
43.689,48.563,50.681
32.009,32.352,31.146
48.278,59.409,60.497
40.56,71.471,67.99
71.687,64.528,104.284
36.775,55.466,55.525
34.402,35.647,37.01
54.309,72.648,70.52
44.914,41.541,47.945
41.796,108.55,101.558
42.198,41.345,40.443
30.891,36.03,35.304
42.698,47.317,48.543
38.256,42.943,44.601
46.65,41.002,38.364
32.185,58.212,56.673
34.519,70.912,72.697
46.091,50.543,49.563
39.972,41.767,40.619
40.452,54.937,51.995
45.238,43.61,55.113
35.167,73.511,73.109
32.98,35.431,37.275
42.983,77.482,48.827
43.669,61.713,53.407
39.334,60.782,68.431
39.462,53.191,55.113
38.04,66.116,74.462
34.304,39.168,43.12
37.824,51.907,58.585
40.394,49.514,49.71
42.11,117.837,121.318
41.296,36.02,32.96
28.067,51.534,56.633
52.279,67.087,69.598
42.482,56.712,60.291
35.628,67.401,63.92
36.736,81.523,92.565
31.264,44.032,46.621
40.423,59.762,50.514
43.924,71.598,66.479
43.836,80.885,59.87
36.549,47.366,58.408
27.194,42.031,40.305
38.658,55.437,58.232
43.698,56.545,47.621
42.041,49.278,47.062
29.008,41.227,42.826
36.961,46.768,44.012
39.913,61.037,54.417
48.71,74.148,72.246
47.719,57.241,56.045
26.988,29.577,27.812
42.061,64.734,61.037
41.178,38.599,43.983
36.196,56.045,55.849
43.365,50.602,48.082
87.77,88.25,79.659
39.609,62.027,54.447
32.46,47.19,58.585
41.659,61.576,63.459
39.276,34.019,34.333
52.26,56.594,55.339
33.588,63.979,56.074
47.366,97.321,80.483
40.158,42.61,47.19
35.608,47.7,48.033
40.874,78.983,74.707
47.66,42.414,38.53
39.217,39.599,40.56
41.217,55.712,53.142
48.023,52.289,49.7
39.599,50.847,56.447
52.819,47.043,48.396
45.797,57.997,51.975
45.925,73.883,46.484
38.197,43.561,53.525
48.876,71.991,73.569
51.191,47.837,47.229
44.002,39.423,43.238
34.157,40.698,23.203
35.824,44.424,43.159
41.492,65.293,72.069
36.736,71.902,66.165
35.275,69.666,78.914
35.892,47.199,46.307
43.963,35.431,38.324
45.758,48.121,50.514
44.306,57.32,52.593
47.503,39.04,35.167
34.637,47.317,48.376
39.923,45.836,47.592
46.582,55.045,60.213
42.757,58.036,49.612
43.914,42.071,40.58
93.869,105.412,81.523
45.983,86.583,87.524
47.347,46.886,48.916
25.978,29.959,26.135
42.267,94.968,92.516
41.002,38.315,35.324
